role,player_id,player,n_obs,arima_order,arima_next_forecast,hybrid_next_forecast
Defender,36,T. Alderweireld,109,"(0, 1, 1)",6.724878369367673,6.724885894454076
Defender,48,J. Vertonghen,109,"(1, 1, 0)",16.330290849673204,16.331538002359324
Defender,74,R. Klavan,35,"(1, 1, 0)",9.657213576444924,9.643298644879401
Defender,77,N. Moisander,30,"(0, 1, 1)",15.169369533527696,15.166382789481485
Defender,102,Marcelo,40,"(1, 1, 0)",13.80166475269467,13.824156252476278
Defender,107,E. Pieters,38,"(1, 0, 0)",13.160358072122603,13.009191811880141
Defender,110,J. Willems,37,"(0, 1, 1)",21.358000952155454,21.3686596037458
Defender,130,S. de Vrij,37,"(0, 1, 1)",11.644042220634915,11.738778044206597
Defender,132,T. Kongolo,30,"(0, 1, 1)",5.029933244406988,5.025317453265001
Defender,134,B. Martins Indi,36,"(1, 1, 0)",7.2268528004318435,7.228874716642495
Defender,159,J. Gouweleeuw,38,"(1, 1, 0)",17.128689162930055,17.174282923837705
Defender,160,D. Janmaat,39,"(0, 1, 1)",15.671048722519313,15.668100244655047
Defender,192,J. Vukovi\u0107,13,"(1, 1, 0)",10.032607890287526,10.032607890287526
Defender,254,R. Rosales,37,"(1, 1, 0)",12.37509799735692,12.489294104148417
Defender,284,M. van der Hoorn,37,"(1, 0, 0)",14.143487445032484,14.52057643882025
Defender,340,Cuco Martina,29,"(1, 1, 0)",14.752525252525253,14.741563652877254
Defender,370,V. van Dijk,34,"(1, 1, 0)",12.469399881164588,12.476240534882105
Defender,394,B. Nuytinck,38,"(0, 1, 1)",12.098625954198477,12.094613230745134
Defender,454,P. van Aanholt,38,"(0, 1, 1)",14.010819553887526,13.80044901326863
Defender,703,M. Yoshida,46,"(1, 1, 0)",15.500222816399289,15.306008487275792
Defender,1712,K. Tete,31,"(1, 1, 0)",18.420945521577547,18.412521246954153
Defender,3269,Jordi Alba,107,"(0, 1, 1)",7.149684084620272,7.149684889282977
Defender,3270,Barrag\u00e1n,37,"(0, 1, 1)",19.220646538578837,19.215782143914073
Defender,3277,V\u00edctor Ru\u00edz,38,"(0, 1, 1)",12.746492833180849,12.759537488503877
Defender,3278,Bruno Saltor,38,"(0, 1, 1)",12.032679738562091,12.032672869126781
Defender,3300,Albiol,38,"(1, 0, 0)",14.158950150448836,13.971324861485519
Defender,3304,Nacho,43,"(0, 1, 1)",11.615355291247331,11.612577893614732
Defender,3306,Sergio Ramos,107,"(0, 1, 1)",5.930876185217044,5.93091270423784
Defender,3308,Pedro Mendes,41,"(1, 1, 0)",17.425795372888754,17.43570737199516
Defender,3309,R. Varane,43,"(1, 0, 0)",12.084327754230344,12.03720020935043
Defender,3310,Marcelo,45,"(0, 1, 1)",22.300930161634643,22.295388583699424
Defender,3334,Dani Alves,38,"(0, 1, 1)",20.649138712601992,20.64688049750242
Defender,3335,Bartra,39,"(1, 1, 0)",10.582407557066295,10.598705292340133
Defender,3339,Montoya,35,"(0, 1, 1)",10.44167429094236,10.443806378888299
Defender,3340,Muniesa,35,"(0, 1, 1)",14.621021195673611,14.61022719683614
Defender,3341,Piqu\u00e9,107,"(0, 1, 1)",6.225375434472546,6.225402957848593
Defender,3347,Sergi Roberto,35,"(0, 1, 1)",15.724763647453493,15.721670076982683
Defender,3351,Kiko Femen\u00eda,37,"(1, 1, 0)",14.17654486036839,14.17452522031011
Defender,3408,Saborit,36,"(0, 1, 1)",17.399366768122455,17.408338593364498
Defender,3421,De Marcos,38,"(0, 1, 1)",12.676697222347697,12.674628538842638
Defender,3431,Jo\u00e3o Miranda,46,"(1, 1, 0)",11.999404580152676,11.994706884778187
Defender,3433,D. God\u00edn,44,"(0, 1, 1)",19.22842329978652,19.227100397047472
Defender,3436,Javi Manquillo,28,"(0, 1, 1)",12.105392156862743,12.11421462776614
Defender,3447,Juanfran,100,"(0, 1, 1)",6.972569181882367,6.9725546946940575
Defender,3460,Coke,29,"(0, 1, 1)",0.7888595604618508,0.7913385772427041
Defender,3463,F. Fazio,39,"(1, 1, 0)",20.072291424936385,20.20574828094873
Defender,3465,Fernando Navarro,35,"(1, 1, 0)",12.629857744024282,12.63240272824574
Defender,3466,Alexis,38,"(0, 1, 1)",12.295135712107353,12.299813506981067
Defender,3468,Juan Cala,22,"(0, 1, 1)",9.96012503812138,9.96012503812138
Defender,3496,Sergio Postigo,38,"(0, 1, 1)",9.844007319304668,9.836064851376735
Defender,3523,F. Lejeune,39,"(1, 1, 0)",16.423128342245988,16.420860504721574
Defender,3526,M. Musacchio,34,"(1, 1, 0)",12.553139371946715,12.486477954462432
Defender,3529,Mario,34,"(1, 1, 0)",21.16674418013622,21.15743450831701
Defender,3534,Jaume Costa,38,"(0, 1, 1)",17.262198841110095,17.264704784289226
Defender,3560,Nacho Monreal,38,"(0, 1, 1)",11.061423054070112,11.058747058839437
Defender,3642,Ramis,33,"(1, 1, 0)",12.538083495850692,12.539726870412956
Defender,3671,\u00cd\u00f1igo Mart\u00ednez,34,"(0, 1, 1)",12.358493443122905,12.355166371456187
Defender,3692,Bernardo Espinosa,38,"(0, 1, 1)",12.737205855443737,12.736412122741005
Defender,3695,\u00c1lvaro Gonz\u00e1lez,38,"(0, 1, 1)",15.751914235369862,15.766320335285366
Defender,3750,Balenziaga,36,"(0, 1, 1)",14.311594103276692,14.311671499907932
Defender,3788,Jordi Amat,35,"(1, 1, 0)",15.985971332723397,15.978529186183708
Defender,3795,H. Moreno,40,"(1, 1, 0)",3.164750096873358,3.1674682623902113
Defender,3806,Javi L\u00f3pez,39,"(0, 1, 1)",15.956509706563816,15.960689445025787
Defender,3827,Hugo Mallo,39,"(0, 1, 1)",15.579899867845889,15.581334417535182
Defender,3828,Ra\u00fal Navas,38,"(0, 1, 1)",10.63464470875267,10.634371212840119
Defender,3885,L. Cabrera,35,"(0, 1, 1)",6.148473311717182,6.140455637628704
Defender,3916,G. Cabral,37,"(0, 1, 1)",13.190530649588291,13.188246450588887
Defender,3920,Pedro L\u00f3pez,33,"(1, 1, 0)",18.433163852230116,18.490883496389195
Defender,3970,G\u00e1lvez,35,"(0, 1, 1)",21.672156145166205,21.66916546721344
Defender,4065,J. Murillo,37,"(0, 1, 1)",7.69307202573349,7.691204388695259
Defender,4094,Ander Capa,35,"(1, 1, 0)",17.691369319914607,17.728021367101697
Defender,4180,Lomb\u00e1n,32,"(1, 1, 0)",7.851767973942385,7.843005957049952
Defender,4238,M\u00edchel,38,"(0, 1, 1)",12.689615736505033,12.68203185757065
Defender,4272,Ximo Navarro,39,"(0, 1, 1)",12.367475729389042,12.37340709189877
Defender,4303,David L\u00f3pez,39,"(0, 1, 1)",11.575355765646709,11.573682411810768
Defender,4358,Laguardia,15,"(0, 1, 1)",10.11017896462925,10.11017896462925
Defender,4360,Juanpe,37,"(0, 1, 1)",7.88782977533801,7.886696273808316
Defender,4371,Dani Castellano,39,"(0, 1, 1)",12.731930466605672,12.733155878497609
Defender,4452,Yuri Berchiche,38,"(1, 1, 0)",14.584984462868851,14.578882616173905
Defender,4501,Daniel Carvajal,45,"(0, 1, 1)",17.349420555047267,17.353876166157
Defender,4786,Iv\u00e1n Balliu,38,"(0, 1, 1)",14.136925131348722,14.22890882220661
Defender,4805,Arbilla,35,"(0, 1, 1)",13.954254345837146,13.956966848912746
Defender,4892,Jos\u00e9 Gay\u00e1,39,"(0, 1, 1)",13.658945706685644,13.65515116882847
Defender,4908,Alberto Moreno,38,"(1, 0, 0)",14.339171730920084,14.425149888738401
Defender,5281,A. Nyom,39,"(1, 0, 0)",17.215457512576666,17.84727229042777
Defender,5472,Luis Hern\u00e1ndez,38,"(1, 1, 0)",10.644097692385891,10.570100567356327
Defender,5653,M. Mantovani,38,"(0, 1, 1)",9.111151013318144,9.114493343773924
Defender,5677,Bruno,36,"(0, 1, 1)",7.116164454840167,7.107683905981524
Defender,6210,Aday,38,"(0, 1, 1)",22.330054894784997,22.32043170998485
Defender,6281,Zald\u00faa,38,"(0, 1, 1)",10.396462336078072,10.386641114845657
Defender,6365,Bustinza,38,"(0, 1, 1)",10.142198836603336,10.144019423225098
Defender,6513,Ra\u00fal Garc\u00eda,30,"(0, 1, 1)",10.797098236584324,10.794847862289506
Defender,7853,K. Gibbs,35,"(1, 0, 0)",11.546787941013553,11.676300191436985
Defender,7855,L. Koscielny,91,"(0, 1, 1)",6.9918232080399765,6.991805179497577
Defender,7885,R. Bertrand,99,"(0, 1, 1)",3.06620931770707,3.066218973659524
Defender,7914,J. Evans,97,"(0, 1, 1)",10.326886717932762,10.326928646075071
Defender,7918,P. Jones,46,"(1, 1, 0)",11.691399286987522,11.695068947525957
Defender,7919,M. Keane,39,"(1, 1, 0)",18.816382551000203,18.817419379384006
Defender,7920,Rafael,41,"(1, 1, 0)",11.202386672762449,11.199167947438772
Defender,7922,C. Smalling,99,"(0, 1, 1)",4.607901296906563,4.607901222400757
Defender,7938,A. Valencia,38,"(1, 1, 0)",16.093169810853635,16.083157579086457
Defender,7939,A. Young,42,"(1, 1, 0)",16.10360962566845,16.114974163891002
Defender,7958,M. Kelly,31,"(0, 1, 1)",16.25155233774665,16.254210965673952
Defender,7978,P. Dummett,39,"(1, 1, 0)",15.211289278180422,15.213965765149416
Defender,7982,D. Santon,28,"(0, 1, 1)",8.354443000500407,8.36815186763307
Defender,8005,J. Collins,89,"(0, 1, 1)",1.4233577723016204,1.4232972735871734
Defender,8032,Marcos Alonso,39,"(1, 1, 0)",20.88523311546841,20.845322333339837
Defender,8126,Jos\u00e9 Fonte,105,"(0, 1, 1)",6.153273208175543,6.153259461854342
Defender,8136,J. Stephens,39,"(1, 1, 0)",12.166295306001189,12.089674146090033
Defender,8186,S. Dann,20,"(1, 1, 0)",10.685425604398212,10.685425604398212
Defender,8221,J. Ward,38,"(1, 1, 0)",14.036620126537535,13.834396408371184
Defender,8239,L. Baines,39,"(1, 0, 0)",13.983232159881913,14.291893054514253
Defender,8242,S. Duffy,99,"(1, 1, 0)",14.663922370112347,14.664956521875071
Defender,8245,P. Jagielka,39,"(1, 0, 0)",14.156902439504647,14.222527168303513
Defender,8268,B. Assou-Ekotto,20,"(1, 1, 0)",16.555101806919744,16.555101806919744
Defender,8277,K. Walker,108,"(0, 1, 1)",5.622101334950385,5.622111820711253
Defender,8306,A. Kolarov,43,"(1, 1, 0)",22.917978592027143,22.922875009287313
Defender,8307,V. Kompany,48,"(1, 1, 0)",13.922053171397533,13.9190034997476
Defender,8309,K. Rekik,38,"(1, 0, 0)",11.296196354725112,11.159024788238753
Defender,8311,S. Savi\u0107,38,"(0, 1, 1)",12.742528209820067,12.73891632108358
Defender,8313,P. Zabaleta,39,"(0, 1, 1)",16.23542790651614,16.23273812026078
Defender,8336,K. Naughton,38,"(1, 1, 0)",13.148408298673006,12.846539472522112
Defender,8360,C. Dawson,39,"(1, 0, 0)",14.725042686789704,14.558151767581178
Defender,8362,G. McAuley,86,"(0, 1, 1)",8.126100200115303,8.12610928190739
Defender,8460,A. Smith,31,"(1, 1, 0)",22.917186571598336,23.14077576839952
Defender,8488,W. Morgan,39,"(0, 1, 1)",11.131140572390574,11.127672215363997
Defender,8501,J. Schlupp,37,"(1, 0, 0)",14.60630463252998,14.806300537690884
Defender,8553,W. Reid,21,"(0, 1, 1)",20.764552039859527,20.764552039859527
Defender,8554,J. Tomkins,38,"(1, 0, 0)",10.858596879977991,11.25487615539532
Defender,8643,M. Lowton,39,"(1, 1, 0)",20.992869875222816,21.08404709288515
Defender,8653,H. Maguire,48,"(0, 1, 1)",14.219526143790851,14.219645621301304
Defender,8731,R. Shawcross,38,"(1, 1, 0)",9.877450980392156,9.817645140138326
Defender,8833,J. Lascelles,39,"(1, 1, 0)",13.032618464052288,13.030264758586494
Defender,8889,A. Mariappa,35,"(1, 0, 0)",14.233672676460719,14.374249262588
Defender,8944,B. Mee,31,"(0, 1, 1)",21.458296362315973,21.920959834014734
Defender,8945,K. Trippier,47,"(1, 1, 0)",14.788918597742128,14.77621792827468
Defender,9097,L. Dunk,39,"(0, 1, 1)",15.090686274509808,15.0957327464632
Defender,9277,S. Cook,39,"(1, 0, 0)",14.212720797947972,14.846151934556095
Defender,9279,S. Francis,38,"(1, 0, 0)",13.145055122347083,13.370116568775382
Defender,9285,C. Daniels,39,"(1, 1, 0)",14.17438309655526,13.924734540442017
Defender,9380,J. Stones,48,"(1, 1, 0)",17.71800628981511,17.705516747450037
Defender,9433,J. Tarkowski,39,"(1, 0, 0)",14.378206670276176,14.211409687987816
Defender,10108,K. Long,22,"(1, 1, 0)",10.51420174723015,10.51420174723015
Defender,11078,T. Smith,39,"(1, 0, 0)",15.514414971685719,15.427150776601147
Defender,11095,M. Veljkovic,38,"(0, 1, 1)",18.032842544295775,18.126712975480544
Defender,14687,S. Papastathopoulos,37,"(1, 1, 0)",10.707817055393583,10.711052272577412
Defender,14688,S. Pr\u00f6dl,94,"(0, 1, 1)",5.1291563288643465,5.1291330960914
Defender,14689,Naldo,37,"(1, 1, 0)",14.388807235989637,14.405100657377309
Defender,14715,H. Badstuber,38,"(1, 0, 0)",9.919347545677654,11.337939879471294
Defender,14716,J. Boateng,105,"(0, 1, 1)",11.95892234533902,11.958941344319543
Defender,14718,Rafinha,38,"(1, 1, 0)",14.309402332361516,14.311999381240186
Defender,14724,D. Alaba,94,"(0, 1, 1)",7.865047485637795,7.864976883936059
Defender,14745,C. Molinaro,37,"(1, 1, 0)",12.420891100223658,12.413144286404846
Defender,14748,A. R\u00fcdiger,39,"(1, 1, 0)",20.174390968508614,20.177440759367837
Defender,14749,G. Sakai,36,"(0, 1, 1)",12.058673469387756,12.06264842119144
Defender,14772,D. da Costa,37,"(1, 1, 0)",11.23861064461074,11.235597875686503
Defender,14778,\u00d6. Toprak,36,"(1, 1, 0)",17.926202623906708,18.003011314931488
Defender,14795,M. Hummels,105,"(0, 1, 1)",10.204132947676474,10.204117137544447
Defender,14796,C. L\u00f6we,39,"(0, 1, 1)",18.305366626534862,18.098415127549572
Defender,14798,\u0141. Piszczek,106,"(1, 1, 0)",20.276785714285715,20.272379910307272
Defender,14800,M. Schmelzer,35,"(1, 1, 0)",13.188576426081312,13.156388591699255
Defender,14801,N. Suboti\u0107,30,"(0, 1, 1)",5.271654822307213,5.269088037686928
Defender,14803,S. Bender,35,"(1, 1, 0)",10.198706268221573,10.207273273617462
Defender,14842,K. Vogt,38,"(1, 1, 0)",12.751889333646284,12.734431442390667
Defender,14852,Sergio Escudero,37,"(0, 1, 1)",12.770128087831656,12.771539347006003
Defender,14853,C. Fuchs,100,"(0, 1, 1)",7.913074062169811,7.913113632203361
Defender,14857,K. Papadopoulos,38,"(1, 0, 0)",13.605279669864212,13.639843382639919
Defender,14870,J. Matip,32,"(1, 1, 0)",16.180258467023172,16.170039451842108
Defender,14885,D. Aogo,37,"(1, 1, 0)",18.771956997084548,18.802500518131186
Defender,14888,D. Diekmeier,30,"(1, 1, 0)",19.66572521865889,19.678306034361565
Defender,14904,J. Sala,36,"(0, 1, 1)",12.883347754610009,12.888829292041487
Defender,14917,R. Knoche,38,"(1, 1, 0)",11.182710785595459,10.859995979992432
Defender,14922,R. Rodr\u00edguez,107,"(0, 1, 1)",10.62706425359337,10.627023104036732
Defender,14923,M. Russ,35,"(1, 0, 0)",9.48472527663393,9.529579366251658
Defender,14988,O. Sorg,26,"(1, 1, 0)",19.373616027288207,19.364216479115257
Defender,14990,F. Diagne,39,"(1, 1, 0)",12.293133811400216,12.430753440902512
Defender,14991,M. Ginter,37,"(1, 1, 0)",13.936449505992876,13.953605205424772
Defender,15010,Dante,41,"(1, 1, 0)",13.203127045395815,13.306522373321497
Defender,15014,O. Wendt,37,"(1, 1, 0)",15.403790087463555,15.411302001239953
Defender,15069,W. Orban,35,"(1, 1, 0)",11.951895043731778,11.959163085104077
Defender,15125,M. Plattenhardt,39,"(1, 1, 0)",11.758242133536458,11.717104885258793
Defender,15139,T. Chandler,35,"(1, 1, 0)",14.36789358600583,14.36098764285054
Defender,15178,S. Bell,38,"(1, 1, 0)",11.860228995980581,11.796095202864965
Defender,15214,A. Rukavina,43,"(0, 1, 1)",14.429079426343328,14.430759563932902
Defender,15215,C. Schindler,39,"(0, 1, 1)",15.31175613092226,14.782193836439076
Defender,15399,D. Brosinski,38,"(1, 0, 0)",15.319727528727228,14.535016883051568
Defender,15449,M. Mavraj,88,"(0, 1, 1)",8.496762496393256,8.496616971653037
Defender,15719,B. H\u00fcbner,35,"(0, 1, 1)",13.050036738796155,13.367782543582837
Defender,15771,S. Langkamp,38,"(1, 1, 0)",10.779898616763514,10.697494763227862
Defender,15772,M. Ostrzolek,33,"(1, 1, 0)",18.67585433688714,19.023208987384578
Defender,15775,P. Verhaegh,37,"(1, 0, 0)",12.366209805988413,12.413132668518168
Defender,15798,A. Beck,30,"(0, 1, 1)",13.927387026239067,13.940596913087994
Defender,15806,J. Vestergaard,36,"(1, 1, 0)",20.79014607628766,20.828552731480034
Defender,16443,L. Balogun,41,"(1, 1, 0)",9.3665969988918,9.173877733073205
Defender,16843,D. Heintz,37,"(1, 1, 0)",20.59499802599612,20.720497244698436
Defender,16884,J. Korb,36,"(1, 0, 0)",18.05607232481674,18.241949171130216
Defender,18579,M. Halstenberg,17,"(1, 1, 0)",10.086137334119138,10.086137334119138
Defender,18669,J. Hector,106,"(0, 1, 1)",9.634585528936478,9.634583778050038
Defender,18670,L. K\u00fcbler,35,"(1, 0, 0)",14.389325480378035,14.277354392624263
Defender,19720,M. Gulde,16,"(1, 1, 0)",12.614329587281675,12.614329587281675
Defender,20390,I. Abate,37,"(1, 1, 0)",10.146801394531913,10.136244324157424
Defender,20393,D. Bonera,25,"(0, 1, 1)",7.838679395234037,7.823019705330777
Defender,20395,M. De Sciglio,92,"(0, 1, 1)",5.918271414229794,5.918276380041762
Defender,20429,N. Burdisso,27,"(1, 1, 0)",11.06580152671756,11.067212398461717
Defender,20433,S. Kj\u00e6r,45,"(0, 1, 1)",13.42910698446089,13.430594190662891
Defender,20434,A. Rosi,35,"(1, 1, 0)",12.179644109885935,12.154115917365793
Defender,20436,Jos\u00e9 \u00c1ngel,38,"(1, 1, 0)",15.33630680085392,15.340459791731549
Defender,20458,A. Barzagli,100,"(0, 1, 1)",6.335285311371769,6.335330819518055
Defender,20459,L. Bonucci,100,"(0, 1, 1)",9.61636446300307,9.616330173568517
Defender,20460,M. C\u00e1ceres,45,"(1, 1, 0)",18.46681407119039,18.46891635960791
Defender,20465,S. Lichtsteiner,106,"(1, 1, 0)",16.809353016931485,16.814934641737413
Defender,20495,M. Gobbi,38,"(0, 1, 1)",18.75328244274809,18.751356814115784
Defender,20516,D. Faraoni,38,"(0, 1, 1)",12.45526717557252,12.453354693489675
Defender,20517,Y. Nagatomo,45,"(1, 1, 0)",9.209350525716095,9.214214324334412
Defender,20518,Juan Jesus,35,"(1, 1, 0)",17.578431838218748,17.71330507940489
Defender,20550,\u015e. Radu,37,"(1, 1, 0)",10.960229007633588,10.812967626484296
Defender,20579,M. Benatia,40,"(0, 1, 1)",15.57145038167939,15.570029700314556
Defender,20583,Danilo,37,"(0, 1, 1)",11.405474469889738,11.413493291367628
Defender,20612,S. Mustafi,100,"(0, 1, 1)",4.084312569559653,4.084240060509284
Defender,20635,F. Acerbi,38,"(1, 1, 0)",20.71434351145038,20.71732948808679
Defender,20636,M. Andreolli,38,"(0, 1, 1)",12.55648854961832,12.551983734874325
Defender,20638,D. Dainelli,38,"(0, 1, 1)",11.31405971319678,11.318274946224715
Defender,20677,A. Raggi,28,"(1, 1, 0)",8.308381857849739,8.283973383285186
Defender,20680,F. S\u00f8rensen,34,"(1, 1, 0)",14.894132653061224,14.890611456517053
Defender,20707,S. De Maio,38,"(1, 1, 0)",11.675954198473285,11.673790620648454
Defender,20748,N. Tomovi\u0107,38,"(0, 1, 1)",16.597709923664123,16.60339187798837
Defender,20776,L. Rossettini,36,"(1, 1, 0)",12.257786259541986,12.26430347610521
Defender,20803,M. Aguirregaray,13,"(1, 1, 0)",18.301750062459977,18.301750062459977
Defender,20808,E. Mu\u00f1oz,39,"(0, 1, 1)",10.68080229229819,10.683642721842638
Defender,20811,M. Silvestre,36,"(0, 1, 1)",10.945064673452078,10.936385879544913
Defender,20841,A. Masiello,36,"(1, 1, 0)",11.045284987277354,11.033907749540175
Defender,20842,F. Peluso,37,"(1, 1, 0)",15.653206887192535,15.658279031052697
Defender,20855,E. Schelotto,30,"(0, 1, 1)",7.846873983147939,7.8470064246686295
Defender,20866,D. Astori,26,"(1, 1, 0)",16.510687022900765,16.51505778679866
Defender,20927,L. De Silvestri,37,"(0, 1, 1)",13.351456634851537,13.339655973168455
Defender,20928,Felipe,34,"(1, 1, 0)",12.877992603901614,12.883006483290185
Defender,20929,A. Gamberini,35,"(0, 1, 1)",19.393129770992367,19.383846019743054
Defender,21001,E. Hysaj,101,"(0, 1, 1)",7.545349976120184,7.5453271698929765
Defender,21004,V. Regini,39,"(1, 1, 0)",16.24791496024541,16.21106821076087
Defender,21094,D. D'Ambrosio,38,"(1, 1, 0)",12.733386522476676,12.72304737879068
Defender,21097,K. Glik,107,"(1, 0, 0)",12.084386131189904,12.181591159127793
Defender,21100,A. Ogbonna,99,"(0, 1, 1)",2.7223910967951963,2.722373956734533
Defender,21164,F. Fern\u00e1ndez,39,"(0, 1, 1)",13.424095994345342,13.396969138197099
Defender,21173,C. Maggio,27,"(0, 1, 1)",11.75075100803274,11.753326755701483
Defender,21279,E. Moretti,38,"(1, 1, 0)",18.46748091603053,18.48325918192399
Defender,21280,M. Sampirisi,35,"(0, 1, 1)",10.382977099236642,10.372598425563966
Defender,21370,M. Capuano,39,"(0, 1, 1)",12.612977099236645,12.616035383757747
Defender,21469,G. Donati,38,"(1, 0, 0)",11.080522983174138,11.280828266243748
Defender,21528,F. Ceccherini,38,"(0, 1, 1)",8.712636717557253,8.723076381682695
Defender,21550,Gabriel Silva,39,"(1, 1, 0)",15.208748866727108,15.205546372493261
Defender,21607,F. Cacciatore,36,"(0, 1, 1)",21.59061191687871,21.589685075828324
Defender,21639,L. Ceppitelli,35,"(1, 0, 0)",11.626253090165024,11.75058115210331
Defender,21842,C. Biraghi,37,"(1, 1, 0)",21.94851472434266,21.945371682016688
Defender,22093,A. Caracciolo,34,"(0, 1, 1)",12.189893333333334,12.188699802475771
Defender,22185,B. Martella,38,"(0, 1, 1)",19.844061950805767,19.848725448015315
Defender,22270,G. Ferrari,34,"(0, 1, 1)",10.724899991518235,10.729751839405274
Defender,22313,V. Laurini,32,"(1, 1, 0)",11.565556414662009,11.568685485286718
Defender,22377,I. M'baye,37,"(1, 1, 0)",9.759236641221374,9.763944575556248
Defender,22732,F. Pisacane,39,"(0, 1, 1)",16.62259541984733,16.621410121881325
Defender,22883,A. Izzo,30,"(0, 1, 1)",11.7787288259544,11.783987117914162
Defender,22889,D. Zappacosta,37,"(0, 1, 1)",2.9094872162541856,2.8989069149693956
Defender,24838,G. Letizia,38,"(0, 1, 1)",18.984198473282444,18.984245300181495
Defender,25393,D. Lovren,48,"(1, 1, 0)",7.493909685086155,8.114950744580174
Defender,25397,S. Umtiti,106,"(0, 1, 1)",4.66241636627676,4.6624253861358955
Defender,25399,M. Zeffane,26,"(1, 1, 0)",11.190835751658947,11.374077268010646
Defender,25427,C. Jallet,17,"(1, 1, 0)",10.632084487111143,10.632084487111143
Defender,25430,M. Sakho,32,"(1, 0, 0)",13.933874278168432,15.712326793770544
Defender,25457,J. Roussillon,35,"(1, 1, 0)",19.488365064974317,19.501108776445875
Defender,25523,K. Djidji,40,"(1, 1, 0)",11.836959806588094,11.853819390144746
Defender,25524,P. Djilobodji,36,"(1, 0, 0)",17.68665547067686,17.933004790492497
Defender,25534,I. Cissokho,39,"(0, 1, 1)",20.17683909864062,20.175401144035995
Defender,25553,Azpilicueta,99,"(0, 1, 1)",0.9701145712631192,0.9701229680674519
Defender,25557,J. Morel,41,"(1, 1, 0)",13.856809277223217,13.874113816903698
Defender,25558,N. N'Koulou,38,"(1, 1, 0)",17.512922408821037,17.51831001305764
Defender,25625,L. Baal,32,"(1, 1, 0)",9.41037626119999,9.352182883049528
Defender,25638,D. Foulquier,29,"(0, 1, 1)",8.740175000848053,8.729533336581467
Defender,25641,K. Mangane,41,"(1, 0, 0)",14.645132583510277,14.520840366315243
Defender,25643,K. Th\u00e9ophile Catherine,41,"(1, 0, 0)",17.351901735739006,17.21089063175131
Defender,25700,M. Debuchy,14,"(1, 1, 0)",11.091560330159448,11.091560330159448
Defender,25710,A. Soumaoro,21,"(0, 1, 1)",10.696182687392602,10.696182687392602
Defender,25726,K. Koulibaly,45,"(1, 1, 0)",16.592333095843937,16.601431953485157
Defender,25785,S. Aurier,29,"(0, 1, 1)",13.875203039352682,13.864758532349851
Defender,25786,D. Congr\u00e9,41,"(1, 1, 0)",10.674760954971292,10.615122857089021
Defender,25846,Y. Andreu,30,"(1, 1, 0)",15.010199456029012,15.064539788775518
Defender,25854,K. Zouma,38,"(1, 1, 0)",7.81864577143989,7.693064715560297
Defender,25864,L. Perrin,41,"(0, 1, 1)",21.681058171294286,21.948830369017674
Defender,25878,T. Heurtaux,23,"(1, 1, 0)",16.236052850469488,16.236052850469488
Defender,25883,J. Sorbon,40,"(1, 1, 0)",11.771685705651253,11.801487692762821
Defender,25919,J. Palmieri,20,"(1, 1, 0)",12.227119723097044,12.227119723097044
Defender,25937,F. Bellugou,38,"(0, 1, 1)",10.720383801752796,10.71412581324028
Defender,25943,C. Kerbrat,40,"(1, 1, 0)",16.914564025721095,16.599200886806987
Defender,25947,B. Sankoh,33,"(1, 0, 0)",11.735744180711485,12.571979525121428
Defender,25990,M. Deplagne,36,"(1, 1, 0)",17.958911099908292,17.916925588128507
Defender,25993,Hilton,33,"(1, 1, 0)",18.93774554245996,18.907782946907755
Defender,26021,S. Falette,36,"(0, 1, 1)",3.1467627906118345,3.1339380801533174
Defender,26086,I. Traor\u00e9,40,"(1, 1, 0)",11.894099655163847,11.867750289452635
Defender,26115,S. San\u00e9,43,"(0, 1, 1)",14.025365514658242,14.028548618756085
Defender,26135,M. Le Marchand,41,"(1, 0, 0)",21.152530145452417,20.96435728351871
Defender,26138,J. Rivierez,39,"(1, 1, 0)",10.136974916893324,10.107539878326735
Defender,26196,D. Sidib\u00e9,42,"(1, 1, 0)",21.54653974010275,21.55322288482116
Defender,26265,V. Manceau,40,"(1, 1, 0)",12.030857146409037,11.836726010468485
Defender,26276,N. Pallois,40,"(0, 1, 1)",13.79925959504382,13.803191847570103
Defender,26307,A. Mandi,38,"(0, 1, 1)",24.133716004201823,24.14010469824975
Defender,26332,P. Baysse,29,"(1, 1, 0)",8.629530152060779,8.627511417248042
Defender,26373,S. Souprayen,39,"(1, 1, 0)",10.040516449409282,10.041933780806815
Defender,26399,D. Da Silva,40,"(1, 0, 0)",18.891203797975116,18.715236417570644
Defender,26498,K. Lala,41,"(1, 1, 0)",18.068896539821097,18.113277435614535
Defender,26528,R. Genevois,40,"(1, 0, 0)",12.595099145244598,12.439781361888885
Defender,26633,A. Souquet,41,"(1, 0, 0)",20.761982905359034,20.687780367822413
Defender,26945,M. Poundj\u00e9,21,"(1, 1, 0)",18.437426437317363,18.437426437317363
Defender,27958,T. Pellenard,29,"(0, 1, 1)",11.004815654279431,10.998111919881543
Defender,28314,C. H\u00e9relle,41,"(1, 1, 0)",12.02466627211981,11.823816902951528
Defender,28335,R. Aguilar,40,"(1, 1, 0)",18.389996977938956,18.388159448696918
Defender,28528,J. Ikoko,40,"(1, 0, 0)",14.729411340530783,15.068794793661505
Defender,28529,Y. Sabaly,47,"(1, 1, 0)",6.873422524555774,6.867549440487475
Defender,28908,F. Guilbert,41,"(0, 1, 1)",21.868191937537542,21.88016280028378
